title,info,location,totalprice,unitprice 
湘湖人家 多层户型，南北通透，全明户型  房东诚心,"湘湖人家 , | 4室3厅 | 202平米 | 南 北 | 精装 | 无电梯","高楼层(共5层)2007年建板楼  -  ,闻堰","550,万",单价27228元/平米
业主置换清爽装修，户型方正，业主自住,"爵士风情花园 , | 2室2厅 | 93.6平米 | 南 | 其他","中楼层(共6层)2008年建板楼  -  ,闲林","230,万",单价24573元/平米
普金家园 百方露台 满足您的需求 自住装修,"普金家园 , | 3室2厅 | 98.04平米 | 东 西 | 精装 | 有电梯","低楼层(共17层)2003年建板楼  -  ,拱宸桥","356,万",单价36312元/平米
人和家园 3室2厅 305万,"人和家园 , | 3室2厅 | 132平米 | 南 | 其他 | 无电梯","高楼层(共6层)2006年建板楼  -  ,留下","305,万",单价23107元/平米
梧桐燕庐 3室2厅 315万,"梧桐燕庐 , | 3室2厅 | 83.35平米 | 南 | 其他 | 有电梯","低楼层(共18层)2013年建板楼  -  ,转塘","315,万",单价37793元/平米
美林湾。中间楼层，采光充足，送储藏室，诚心出售,"天阳美林湾 , | 2室2厅 | 90.09平米 | 南 | 简装 | 有电梯","高楼层(共10层)2008年建板楼  -  ,申花","325,万",单价36076元/平米
中海西溪华府 3室2厅 558万,"中海西溪华府 , | 3室2厅 | 116.53平米 | 南 北 | 其他 | 有电梯","高楼层(共11层)2013年建板楼  -  ,西溪","558,万",单价47885元/平米
朝晖四区 业主自住精装修 河景房 楼层佳 诚心出售,"朝晖四区 , | 3室1厅 | 72.7平米 | 南 | 精装 | 无电梯","中楼层(共6层)1989年建板楼  -  ,朝晖","350,万",单价48144元/平米
湖畔花园，精装修三房，楼下送储藏室，一楼架空1.5米,"湖畔花园梦泉苑 , | 3室2厅 | 133.37平米 | 南 北 | 其他 | 无电梯","低楼层(共4层)2000年建板楼  -  ,文一西路","610,万",单价45738元/平米
铭和苑桂雨坊高楼层中等装修采光充足诚心出售,"铭和苑桂雨坊 , | 2室2厅 | 88.15平米 | 南 | 精装 | 有电梯","高楼层(共10层)2008年建板塔结合  -  ,金沙湖","235,万",单价26660元/平米
平凡里公寓 中间楼层  满五年有个税  新上精装修3房,"平凡里公寓 , | 3室1厅 | 82.55平米 | 南 北 | 精装 | 无电梯","中楼层(共7层)2004年建板楼  -  ,流水苑","380,万",单价46033元/平米
水澄花园北苑 3室2厅 595万,"水澄花园北苑 , | 3室2厅 | 141.4平米 | 南 | 其他 | 有电梯","低楼层(共19层)2006年建板楼  -  ,复兴","595,万",单价42080元/平米
三墩都市水乡，地铁2号线，步行方便。,"都市水乡水映苑 , | 3室2厅 | 100.61平米 | 南 | 其他 | 有电梯","高楼层(共11层)2004年建板楼  -  ,三墩","335,万",单价33297元/平米
五常板块 次新房 三房 总价低 双阳台 诚心出售,"润和西溪郡 , | 3室2厅 | 88.36平米 | 南 北 | 毛坯 | 有电梯","中楼层(共19层)2013年建板楼  -  ,闲林","240,万",单价27162元/平米
清雅苑 房子满五年  毛坯空置，可设计自己装修风格,"清雅苑 , | 3室2厅 | 130.83平米 | 南 | 毛坯 | 有电梯","中楼层(共17层)2006年建板楼  -  ,高教园区西","310,万",单价23695元/平米
东张家弄 房东诚心出售，满五年  楼层好  采光无影响,"东张家弄 , | 3室2厅 | 78.16平米 | 南 北 | 简装","低楼层(共3层)暂无数据  -  ,萧山开发区","196,万",单价25077元/平米
九堡红苹果跃层，实用面价大，满五年税费低，诚心卖,"红苹果家园 , | 3室2厅 | 124.5平米 | 南 北 | 简装 | 有电梯","中楼层(共24层)2009年建板楼  -  ,九堡","385,万",单价30924元/平米
朝晖三区 2000年房龄 小区环境优美  两房朝南 带院子,"朝晖三区 , | 2室1厅 | 60.06平米 | 南 | 毛坯 | 无电梯","低楼层(共6层)1985年建板楼  -  ,朝晖","245,万",单价40793元/平米
学军十三中本部  免增值税  户型反正 诚心出售,"马塍路35号 , | 2室1厅 | 69.11平米 | 南 | 简装 | 无电梯","低楼层(共6层)1983年建板楼  -  ,学军","536,万",单价77558元/平米
全明户型、南北通透、主卧带阳台、简单装修,"元都新景公寓 , | 2室2厅 | 88.11平米 | 南 北 | 简装 | 有电梯","高楼层(共11层)2009年建塔楼  -  ,石桥","280,万",单价31779元/平米
爵士风情花园 3室2厅 270万,"爵士风情花园 , | 3室2厅 | 119.56平米 | 南 | 精装 | 无电梯","低楼层(共5层)2008年建板楼  -  ,闲林","270,万",单价22583元/平米
湘湖人家优质户型，两房朝南，一房朝北，毛坯，随时看,"湘湖人家 , | 3室2厅 | 118.8平米 | 南 北 | 毛坯 | 有电梯","中楼层(共18层)2007年建板楼  -  ,闻堰","315,万",单价26516元/平米
三里家园好房推荐，单价低，采光好，业主诚心出售,"三里家园二区 , | 2室2厅 | 91.92平米 | 南 北 | 简装 | 无电梯","高楼层(共6层)2003年建板楼  -  ,三里亭","320,万",单价34813元/平米
朝晖四区 96年左右的房龄 东边套 配套齐全,"朝晖四区 , | 2室1厅 | 57.42平米 | 南 | 简装 | 无电梯","低楼层(共7层)1989年建板楼  -  ,朝晖","245,万",单价42669元/平米
朝晖五区刚需两室 双卧朝南 双阳台 户型方正,"朝晖五区 , | 2室1厅 | 53.38平米 | 南 | 简装 | 无电梯","高楼层(共5层)1989年建板楼  -  ,朝晖","226,万",单价42338元/平米
三里亭商品房 正气 东边套 方正户型 业主诚心卖,"广利佳苑 , | 2室2厅 | 90.35平米 | 南 北 | 精装 | 无电梯","高楼层(共6层)2005年建板楼  -  ,三里亭","375,万",单价41506元/平米
太炎花苑 3室2厅 265万,"太炎花苑 , | 3室2厅 | 84.34平米 | 南 北 | 精装","中楼层(共6层)暂无数据  -  ,未来科技城","265,万",单价31421元/平米
广宇西城年华 3室1厅 680万,"广宇西城年华 , | 3室1厅 | 139平米 | 南 | 精装 | 有电梯","高楼层(共25层)2007年建板塔结合  -  ,申花","680,万",单价48921元/平米
武林路，房龄新，电梯房，精装修！,"西子铭苑 , | 2室1厅 | 87.95平米 | 南 | 其他 | 有电梯","低楼层(共15层)2006年建塔楼  -  ,武林","650,万",单价73906元/平米
通惠丽港 3室2厅 300万,"通惠丽港 , | 3室2厅 | 132平米 | 南 | 精装 | 无电梯","低楼层(共10层)板楼  -  ,萧山新城区","300,万",单价22728元/平米
莫干山路515号，精装两房，户型两房朝南赠送15方院子,"莫干山路515号 , | 2室1厅 | 62平米 | 南 | 精装 | 无电梯","低楼层(共6层)1995年建板楼  -  ,文教","360,万",单价58065元/平米
上郡 3室2厅 670万,"上郡 , | 3室2厅 | 134.61平米 | 东南 | 精装 | 有电梯","中楼层(共16层)2010年建塔楼  -  ,申花","670,万",单价49774元/平米
房屋房东诚心出售，价格稳定，心态稳定,"月光苑 , | 2室2厅 | 107.86平米 | 南 | 简装","低楼层(共21层)暂无数据  -  ,临平","180,万",单价16689元/平米
政苑小区，120优质户型，这套很有缘分的房子。,"政苑小区 , | 3室2厅 | 120.85平米 | 南 北 | 精装 | 无电梯","低楼层(共6层)2005年建板塔结合  -  ,申花","560,万",单价46339元/平米
婚房精装  采光带墨镜 清爽整洁 是你想要的范,"朝晖九区 , | 2室1厅 | 53.1平米 | 南 北 | 精装","中楼层(共6层)1987年建板楼  -  ,朝晖","216,万",单价40678元/平米
户型正气，装修清爽，采光充足。。,"府苑新村 , | 2室2厅 | 94.7平米 | 南 | 简装 | 无电梯","低楼层(共6层)1999年建板楼  -  ,文三西路","430,万",单价45407元/平米
闲林山水田园美式精装，低总价，车位打包送储藏室,"闲林山水梅兰苑 , | 2室2厅 | 79.41平米 | 南 | 精装 | 无电梯","高楼层(共6层)2012年建板楼  -  ,闲林","230,万",单价28964元/平米
横燕子弄 两房朝南 户型方正 采光充足,"横燕子弄 , | 2室1厅 | 60.98平米 | 南 北 | 简装 | 无电梯","高楼层(共7层)1994年建板楼  -  ,长庆","298,万",单价48869元/平米
东边套精装修，满2年，视野采光棒棒的,"青枫墅园 , | 3室2厅 | 89平米 | 南 | 精装 | 有电梯","中楼层(共32层)2014年建板塔结合  -  ,闲林","270,万",单价30338元/平米
富越香郡 自住精装修 两房南 边套全明户型送入户花园,"富越香郡 , | 3室2厅 | 118.34平米 | 南 | 精装 | 有电梯","低楼层(共32层)2014年建板楼  -  ,桥西","510,万",单价43097元/平米
金隅观澜时代 3室1厅 270万,"金隅观澜时代 , | 3室1厅 | 88.94平米 | 南 | 其他 | 有电梯","高楼层(共29层)2013年建板楼  -  ,沿江南","270,万",单价30358元/平米
梧桐燕庐 2室2厅 270万,"梧桐燕庐 , | 2室2厅 | 72.68平米 | 南 | 其他 | 有电梯","中楼层(共18层)2013年建板楼  -  ,转塘","270,万",单价37150元/平米
滨江凯旋门  满两年  户型正气 采光充足,"滨江凯旋门 , | 2室2厅 | 89.13平米 | 南 | 精装","低楼层(共27层)2015年建塔楼  -  ,采荷","625,万",单价70123元/平米
多蓝水岸 带大露台 四房两卫 户型方正 小高层利用率高,"多蓝水岸银沙苑 , | 4室2厅 | 153.64平米 | 南 | 简装","低楼层(共11层)2007年建塔楼  -  ,沿江北","368,万",单价23953元/平米
梦琴湾 3室2厅 280万,"梦琴湾 , | 3室2厅 | 125.74平米 | 南 | 简装 | 有电梯","低楼层(共29层)2007年建板楼  -  ,沿江北","280,万",单价22269元/平米
亲亲家园幸福里，自住精装修，满五年，四房东边套！,"亲亲家园四期 , | 4室2厅 | 136平米 | 南 北 | 精装","中楼层(共16层)2009年建板楼  -  ,三墩","510,万",单价37500元/平米
南北通透，中间楼层，购物方便，出行便利,"大关西六苑 , | 2室1厅 | 58.31平米 | 南 北 | 简装 | 无电梯","低楼层(共6层)1996年建板楼  -  ,大关","219,万",单价37558元/平米
万科魅力之城 3室2厅 320万,"万科魅力之城 , | 3室2厅 | 100.78平米 | 南 北 | 精装","低楼层(共9层)2009年建板楼  -  ,九堡","320,万",单价31753元/平米
西湖区 绿城开发商 精装修 绿城物业 小区环境好,"留庄 , | 1室1厅 | 56.34平米 | 南 | 精装 | 无电梯","中楼层(共4层)2007年建板楼  -  ,西溪","160,万",单价28400元/平米
河景房房龄新房东诚心出售  干净整洁  拎包入住,"丽景苑 , | 3室2厅 | 146.97平米 | 南 北 | 简装 | 无电梯","中楼层(共7层)2000年建板楼  -  ,潮鸣","800,万",单价54433元/平米
东方福邸，精装修西边套拎包入住，三开间朝南。,"东方福邸 , | 4室2厅 | 192.73平米 | 南 北 | 精装 | 有电梯","低楼层(共17层)2013年建板楼  -  ,申花","1150,万",单价59669元/平米
之江九里 3室2厅 600万,"之江九里 , | 3室2厅 | 139.16平米 | 南 | 精装 | 有电梯","中楼层(共13层)2016年建板楼  -  ,之江","600,万",单价43116元/平米
坤和和家园  4居室精装  楼层好  视野好可观山景,"坤和和家园 , | 4室2厅 | 186.79平米 | 南 北 | 精装 | 有电梯","高楼层(共16层)2012年建板楼  -  ,西溪","770,万",单价41223元/平米
跃层大户型，上下两层，中式风格装修，使用面积200方,"爵士风情花园 , | 5室2厅 | 182.95平米 | 南 北 | 精装 | 无电梯","高楼层(共5层)2008年建板楼  -  ,闲林","330,万",单价18038元/平米
未来科技城青枫墅园一期，精品好房,"青枫墅园 , | 5室2厅 | 242平米 | 南 | 毛坯 | 有电梯","高楼层(共9层)2014年建板楼  -  ,闲林","480,万",单价19835元/平米
华元和庄360平西溪湿地中式大别墅,"华元和庄 , | 8室3厅 | 360.8平米 | 南 | 毛坯","低楼层(共3层)2010年建暂无数据  -  ,西溪","900,万",单价24945元/平米
郡北4跃5，精装5房，分管机空调，地暖，视野好,"良渚文化村白鹭郡北 , | 5室2厅 | 209平米 | 南 | 精装 | 无电梯","高楼层(共5层)2006年建板楼  -  ,良渚","480,万",单价22967元/平米
三里新城竹苑 3室2厅 342万,"三里新城竹苑 , | 3室2厅 | 83.75平米 | 南 北 | 精装 | 无电梯","高楼层(共6层)2002年建板楼  -  ,三里亭","342,万",单价40836元/平米
嘉南电梯房三房朝南，改善的选择，业主诚心，看房方便,"嘉南公寓小高层 , | 3室2厅 | 125.12平米 | 南 | 精装 | 有电梯","低楼层(共10层)2003年建塔楼  -  ,文一西路","650,万",单价51951元/平米
颐景园 4室2卫 中间楼层 采光极好,"颐景园 , | 4室2厅 | 132平米 | 南 | 简装 | 无电梯","低楼层(共6层)2000年建板楼  -  ,文三西路","600,万",单价45455元/平米
朗郡庭园   满两年 大客厅  标准4房,"朗郡庭园 , | 4室2厅 | 197.39平米 | 南 | 简装 | 有电梯","中楼层(共27层)2011年建板楼  -  ,转塘","525,万",单价26598元/平米
广宇三期，精装修，两房朝南，一房朝北还带茶室,"广宇上东名筑 , | 3室2厅 | 124.28平米 | 南 | 精装 | 有电梯","低楼层(共16层)2012年建板楼  -  ,丁桥","360,万",单价28967元/平米
万科电梯次新房 满两年送车位 诚心卖,"良渚文化村七贤郡 , | 4室2厅 | 136.67平米 | 南 北 | 精装 | 有电梯","高楼层(共7层)2014年建板塔结合  -  ,良渚","350,万",单价25610元/平米
观巷 2室1厅 320万,"观巷 , | 2室1厅 | 57.92平米 | 南 | 其他 | 无电梯","中楼层(共7层)2000年建板楼  -  ,众安桥","320,万",单价55249元/平米
彩虹城 江景房 视野开阔 大四居,"彩虹城 , | 4室2厅 | 174平米 | 南 | 简装 | 有电梯","高楼层(共30层)2007年建板楼  -  ,彩虹城","760,万",单价43679元/平米
万科探梅里 开发商自带装修 拎包入住 带阁楼,"良渚文化村探梅里B , | 3室3厅 | 89平米 | 南 | 精装 | 有电梯","高楼层(共6层)2013年建板楼  -  ,良渚","330,万",单价37079元/平米
东边套精装修采光充足  视野无遮挡  户型方正,"云溪香山 , | 4室2厅 | 169.2平米 | 南 | 精装 | 有电梯","中楼层(共10层)2008年建板楼  -  ,转塘","485,万",单价28665元/平米
翰林花园 2003年次新房 小区中间位置,"翰林花园 , | 5室3厅 | 160.95平米 | 南 北 | 简装","高楼层(共7层)2002年建板楼  -  ,潮鸣","810,万",单价50327元/平米
金地自在城乐活湾 开发商精装修 次新房 房东诚心卖,"金地自在城 , | 1室1厅 | 36.94平米 | 南 | 精装 | 有电梯","低楼层(共25层)2012年建板楼  -  ,三墩","180,万",单价48728元/平米
世茂广场南北通透户型 中高楼层开阔视野带精装修,"世茂江滨商业中心 , | 1室1厅 | 53.49平米 | 南 | 精装 | 有电梯","中楼层(共28层)2011年建板楼  -  ,沿江南","80,万",单价14957元/平米
电梯房，精装修，配套齐全，交通便利,"万家花园欣和苑 , | 4室2厅 | 152.13平米 | 东 南 北 | 简装 | 有电梯","低楼层(共12层)2002年建板楼  -  ,闸弄口","600,万",单价39440元/平米
小区中间位置，楼层好，精装修，即买即住,"爵士风情花园 , | 2室2厅 | 79.65平米 | 南 北 | 精装 | 无电梯","低楼层(共6层)2008年建板楼  -  ,闲林","220,万",单价27621元/平米
满两年，不靠高架，带大阳台，南北通透，全明户型,"新明半岛 , | 2室2厅 | 89.21平米 | 南 | 精装 | 有电梯","中楼层(共14层)2014年建板楼  -  ,闲林","225,万",单价25222元/平米
广厦天都城天湖苑 大三房 毛坯 满两年，无增值税,"广厦天都城天湖苑 , | 3室2厅 | 137.48平米 | 南 | 毛坯","中楼层(共6层)2003年建板楼  -  ,星桥","265,万",单价19276元/平米
满2年免综合税无户口不占上学份额，南北通，精装修,"东海水景城 , | 3室2厅 | 134.63平米 | 南 | 精装 | 有电梯","低楼层(共25层)板楼  -  ,临平","350,万",单价25998元/平米
星桥桂花城 4室2厅 280万,"星桥桂花城 , | 4室2厅 | 84.82平米 | 南 | 精装","高楼层(共5层)2010年建板楼  -  ,星桥","280,万",单价33012元/平米
适合过渡，解决一时住房需求  享受生活从这里开始,"古荡新村西区 , | 2室1厅 | 59.92平米 | 南 | 简装 | 无电梯","高楼层(共6层)1992年建板楼  -  ,古荡","235,万",单价39219元/平米
丁桥兰苑 中等装修 刚需两房 南北通透 全明户型,"丁桥兰苑 , | 2室2厅 | 91平米 | 南 | 简装 | 有电梯","高楼层(共12层)2000年建板楼  -  ,丁桥","220,万",单价24176元/平米
